"MTICD","MTICD_NAME","MTICD_ENG_NAME","MTICD_DC","MTICD_ENG_DC"
"711150","터보제트 원동기","primemover turbojet"," 원동기, 터보제트 "," primemover turbojet "
"732200","반도체제조용장비부품","thepurpose the purpose equipment components manufacturing for semiconductor of"," 반도체제조용장비부품, 반도체, 반도체제조용 "," semiconductor equipment, purifier, inlet, fluoropolymers "
"711160","원동기부품 원동기","primemover partofprimemover"," 원동기부품, 터빈 "," part of primemover "
"711190","원동기 기타원동기","primemover other primemover"," 기타원동기, 원동기 "," other primemover "
"711210","액체펌프 펌프","pump liquidpump"," 기어펌프, 다이아프램펌프, 베인펌프, 볼류트, 스크루펌프, 액체펌프, 진공펌프, 터빈펌프, 펌프, 기어펌프, 플런저펌프, 피스톤펌프, 드럼펌프 "," liquidpump, pump "
"736100","제조용 디스플레이 평판 장비","Apparatus for wet"," 디스플레이, 디스플레이패널제조용장비, 스크라이빙, 연마기, 평판디스플레이, 평판연마기  "," apparatus for wet, display "
"711220","펌프 기체펌프","pump gaspump"," 기체펌프, 진공펌프, 펌프 "," pump, gaspump "
"728900","기타농기계","other agricultural machinery"," 기타농기계, 농기계, 곡물수확기, 곡식수확기, 옥수수수확기, 수확기, 정선기, 트랙터 "," other agricultural machinery "
"729020","기타산업기계 기타산업기계부품","part of other special machine other special machine"," 기타산업기계, 기타산업기계부품 "," part of other special machine other special machine, centrifuge "
"742000","자동차부품","part automobile"," 롤러베어링, 볼베어링, 불손, 브레이크, 블랙박스, 자동차카메라, 안전벨트, 에어백, 엔진부품, 자동차부품, 자동차부분품, 제동장치, 타이어, 랙바, 자동차스프링, 저압모터, 범퍼, 사이드미러, 와이퍼, 에어필터, 연료분사관, 연료분사기, 연료분사펌프 "," engine, sprocket, wheel, gear, torque, gasket, flywheel, ignition, defroster, demister, wiper, windscreen, bumper, brake, sidemirror "
"435190","폴리에스터단섬유직물 기타폴리에스터직물","staple other fabrics polyester fiber"," 기타폴리에스터직물, 섬유직물 "," polyesterfabric "
"435210","아크릴단섬유직물 기타합섬단섬유직물","staple other synthetic fabrics fiber acrylic"," 기타합섬단섬유직물, 아크릴단섬유직물 "," acrylicfabric "
"435220","단섬유직물 기타합섬단섬유직물 기타","staple other synthetic fabrics fiber"," 기타합섬단섬유직물, 단섬유직물 "," fabricsfibercolour "
"435910","재생단섬유직물 순재생단섬유직물","fabrics staple regenerated fiber"," 순재생단섬유직물, 재생단섬유직물 "," staple regenerated fiberviscose "
"435990","재생단섬유직물 혼방재생단섬유직물","staple regenerated blend fabrics fiber"," 반합성단섬유, 재생단섬유직물, 혼방재생단섬유직물 "," staple regenerated blend fabrics "
"723100","금속절삭가공기계","machine tools for cutting metal metal tools for cutting machine"," 금속절삭가공기계, 기어연삭기, 금속절삭, 나사절삭기, 내면연삭기, 드릴링, 무심연삭기, 밀링머신, 보링머신, 원통연삭기, 절단기, 절삭공구, 각인기 "," metal cutting machine tools, broaching machine, honing machine "
"721610","화학기계","chemicalinstruments"," 고온항온기, 공기조절기, 교반기, 냉각기, 물가열기, 디졸바, 응축기, 저온항온기, 정류기, 중합기, 증류기, 증발기, 집열기, 항온항습기, 화학기계, 저온멸균기 "," chemicalinstruments, polymerization, autoclave, humidistat, steriliser "
"721620","화학기계부품 화학기계","chemicalinstruments partofchemicalinstruments"," 화학기계부품, 화학기계제조용부품 "," chemical instruments part of chemical instruments polymerization, autoclave, steriliser "
"722110","목재가공기계","machinery for workingwood"," 목재가공기계, 목재가공 "," woodmachinery, milling, bending, drilling "
"722120","목재가공기계부품 목재가공기계","machinery for workingwood part of machinery for workingwood"," 목재가공기계, 목재가공기계부품 "," part of machinery for working wood "
"722210","광물가공기계","working machinery for workingmineral for machinery mineral"," 광물가공기계, 광물가공 "," machinery for working mineral "
"722220","광물가공기계부품 광물가공기계","machinery for workingmineral part of machinery for workingmineral"," 광물가공기계, 광물가공기계부품 "," part of machinery for working mineral "
"724110","식품가공기계","machinery for processing food"," 마쇄기, 믹서, 식품분쇄, 식품분쇄기, 식품세절기, 식품가공기계, 식품가공기기, 곡물압착기, 오일압착기, 양조용압착기, 식품커터, 식품포장기, 식품포장기계, 식품박피기, 빙수기, 곡물색채분류기, 곡물색상분류기, 곡물색채선별기, 곡물색상선별기, 곡류색채분류기, 곡류색상분류기, 곡류색채선별기, 곡류색상선별기, 곡물건조기, 곡물분쇄기, 곡물가공기계, 곡물수분측정기, 사료배합기, 사료분쇄기, 곡물장비, 곡물생산장비 "," machinery for processing food, conditioning, grinder, extractor, pressers, beater, mixer, slicer, cutter, sealer, crusher, homogenisers, brewery, peeler, ice machine "
"713340","가열난방기 가열난방기부품","heater partofheater"," 가스회수기, 가열난방기, 가열난방기부품, 공기가열기, 과열기, 과열수보일러의, 냉난방기계, 연료절약기, 온풍배분기, 증기발생보일러 "," heater, part of heater, radiator "
"712100","운반하역기계","conveyingmachinery,material handling equipment"," 리프트, 운반하역기계, 이동식운반하역기계, 중장비, 컨베이어, 크레인, 컨베어너, 카고크레인 "," conveying machinery, winch,conveyingmachinery, hoist, crane, carrier, conveyor, conveyorbelt, traverser "
"812720","무선중계기 무선교환기및중계기","Wireless System and Repeater Switching"," 기지국용무선, 무선교환기, 무선중계기, 무선통신기기, 무선통신용중계기, 송수신기, 중계기, 중계기송수신기, 블루투스, 와이파이 "," wireless systemrepeater switchingtransceiver, wireless, telecommunication, wifi "
"841320","저압스위치 및 접속기 차단기","Automatic circuit breakers"," 스위치, 자동차단기, 저압스위치, 전력조정기, 접속기, 차단기, 회전형푸쉬, 자동개폐기, 자동잠금장치 "," automatic circuit breakers circuit, breaker, switch, contactors, voltage, breaker "
"841330","접속기 고압회로접속기 차단기","Connector Other Electrical"," 고압회로접속기, 차단기, 커넥터, 접속기 "," connector "
"722310","유리가공기계","machinery for working glass"," 병가공기계, 유리가공기계, 판유리가공기계 "," machinery for working glass, flashbulb "
"722320","유리가공기계 유리가공기계부품","part of machinery for working glass machinery for working glass"," 유리가공기계, 유리가공기계부품 "," part of machinery for working glass "
"723200","금속성형가공기계","machine tools formoulding metal"," 금속성형가공기계, 금속성형 "," machine tools formoulding metal "
"723300","금속공작기계부품","part part of machine tools for working metal metal working tools for of machine"," 공작기계부품, 금속공작기계부품, 금속공작기계부속품 "," part of machine tools for working metal "
"724120","식품가공기계 식품가공기계부품","machinery for processing food part of machinery for processing food"," 식품가공기계, 식품가공기계부품, 식품가공기계부분품 "," part of machinery for processing food "
"724210","식품포장기계","machinery for packing food"," 식품포장기계, 열수축포장기계, 식품포장, 음료용진공포장기, 식품랩핑기 "," machinery for packing food "
"715110","카메라 광학기기","camera opticalinstrument"," 광학기기, 사진기, 수중촬영용카메라, 일회용사진기, 카메라, 특수용도카메라, 폴라로이드 "," camera opticalinstrument plate, polaroid "
"711230","펌프부품 펌프","pump partofpump"," 펌프부품, 펌프 "," part of pump "
"712200","운반하역기계부품","part of conveying machinery, part of material handling equipment"," 운반하역기계부품, 운반하역기계 "," part of conveying machinery "
"713110","공기조절기","airconditioner"," 공기조절기, 냉각유닛, 냉난방공조, 에어컨, 열교환기 "," airconditioner "
"713120","공기조절기 공기조절기부품","airconditioner partofairconditioner"," 공기조절기, 공기조절기부품, 공기조절기부품 "," part of airconditioner "
"713210","냉방기","cooler"," 냉방기, 냉수기, 아이스큐버 "," cooler freezer, cooler "
"713220","냉방기 냉방기부품","cooler partofcooler"," 냉방기, 냉방기부품, 애프터쿨러 "," part of cooler "
"713310","가열난방기 가열기구","heater heating apparatus"," 가열기구, 액체연료용가열기구, 가열난방기, 보일러, 히터 "," heater, heatingapparatus, gasheater "
"713320","가열난방기 증기발생보일러","heater steamboiler"," 가열난방기, 증기발생, 증기발생보일러, 보일러 "," steamboiler, boiler "
"713330","가열난방기 온수보일러","heater hot-waterboiler"," 가열난방기, 보일러, 온수보일러 ","hotwaterboiler, boiler "
"714100","타자기","typewriter"," 타자기 "," typewriter "
"714210","복사기","copyingmachine"," 밀착식복사기, 복사기, 카피머신 "," copymachine, copyingmachine "
"714220","복사기 복사기부품","partofcopyingmachine copyingmachine"," 복사기부품, 복사기 "," part of copying machine "
"714900","기타사무기기","otherofficemachines"," 기타사무기기, 서류파쇄기, 서류절단기, 자동제판기 "," other office machines, papershredder "
"715120","영화촬영기 광학기기","moviecamera opticalinstrument"," 광학기기, 영화촬영기 "," moviecamera, opticalinstrument "
"715130","영화영사기 광학기기","motion picture projector opticalinstrument"," 광학기기, 영화영사기 "," opticalinstrument, projector "
"715140","사진현상기기 광학기기","photograph developing machine opticalinstrument"," 광학기기, 사진현상기기, 영사용사진현상, 영사용사진현상기기, 현상기기, 사진현상 "," opticalinstrument, photograph developing machine "
"721100","섬유기계","textilemachinery"," 견직기, 드라이클리닝기, 랏셀기, 래프성형기, 레이스기, 면직기, 섬유기계, 염색기, 와인더, 자동자수기, 직물용섬유기계, 타올직기, 타올직기세척기, 타이프, 편직기, 폭출기, 혼타면기 "," textile machinery, textilemachinery, dryer "
"715150","천체관측기기 광학기기","astronomical observation apparatus opticalinstrument"," 광학기기, 쌍안경천체관측기기, 천체관측기기, 천체망원경 "," astronomical observation, binoculars, monoculars, telescope, altazimuth, transit, zenith "
"715160","현미경 광학기기","microscope opticalinstrument"," 광학기기, 현미경 "," microscope opticalinstrument, semiconductor, wafer, reticle, stereoscopic, photomicrography, cinephotomicrography, microprojection, contrast "
"822300","카스테레오","car stereo"," 음향기기, 카세트, 카세트형, 카세트형음향기기, 카스테레오 "," carstereo, stereo "
"721400","섬유및피혁가공기계부품","partoftextilemachinery,machinery for workingleather"," 섬유가공기계, 피혁가공기계, 스피닝링, 스핀들, 자수기용기계, 자카드기, 천공기, 방적기 "," part of textilemachinery, spindle, filature "
"715190","기타광학기기 광학기기","other optical instrument opticalinstrument"," 광학기기, 기타광학기기, 루페투영기, 확대경 "," other optical instrument, projector "
"715210","광학렌즈 광학기기부품","partofopticalinstrument opticallens"," 광학기기, 광학기기부품, 광학렌즈, 광학측정기, 반사경촬영기 "," part of opticalinstrument, opticallens "
"715290","기타광학기기부품 광학기기부품","partofopticalinstrument part of other optical instrument"," 광학기기부품, 기타광학기기부품, 노광기 "," part of opticalinstrument "
"618120","실리콘철 합금철","ferro-silicon ferro-alloys"," 실리콘철, 원부자철강, 합금철, 합금철원부자재 "," silicon ferro "
"618130","실리콘망간철 합금철","ferro-silico-manganese ferro-alloys"," 실리콘망간철, 원부자철강, 합금철 "," silico manganese ferro alloys "
"618190","기타합금철 합금철","other ferro-alloys alloy iron"," 기타합금철, 원부자철강, 합금철 "," other ferro alloys "
"618210","선철 주물용선철","for casting pig iron"," 선철, 원부자주물용선철, 주물용선철 "," for casting pigiron "
"618220","선철 제강용선철","steel pig iron for manufacture"," 선철, 원부자제강용선철, 제강용선철, 제강용원부자철강 "," for steel manufacture pigiron "
"618290","선철 기타선철","other pig iron"," 기타선철, 선철, 선철원부자원부자철강 "," other pigiron "
"618310","직접환원철 환원철","direct reduction iron"," 직접환원철, 환원철 "," direct reduction iron "
"618320","기타환원철 환원철","other reduction iron"," 기타환원철, 환원철 "," other reduction iron "
"618400","고철","scrap iron"," 고철 "," scrap iron "
"619110","강반제품 블름","products steel bloom of semi-finished"," 강반제품, 블름, 블룸, 블름반제품, 철강반제품, 철강 "," products steel bloom of semi-finished "
"619120","강반제품 빌레트","products steel of billet semi-finished"," 강반제품, 철강반제품, 빌레트, 빌레트반제품, 빌릿, 철강 "," steelbillet, billet "
"619130","강반제품 슬랩","products steel slab of semi-finished"," 강반제품, 철강반제품, 슬래브, 철강 "," products steel slab of semi-finished "
"619140","강반제품 쉬트바","products bar steel sheet of semi-finished"," 강반제품, 철강반제품, 쉬트바, 시트바, 철강 "," products bar steel sheet semi-finished "
"619190","기타강반제품 강반제품","products other steel of semi-finished"," 강반제품, 기타강반제품, 철강반제품, 잉곳, 철강 "," products other steel of semi-finished "
"619200","기타철강제품","other steel articles"," 기타철강제품, 싱크볼, 분체라이닝 ","other steel articles "
"621110","알루미늄괴 알루미늄괴및스크랩","scrap aluminum or ingot"," 빌릿, 알루미늄괴, 스크랩 "," scrap aluminum, ingot "
"621120","알루미늄괴및스크랩 알루미늄스크랩","scrap aluminum or ingot"," 알루미늄괴, 스크랩 "," scrap aluminum, ingot "
"621210","알루미늄조가공품 알루미늄분","processing aluminum grade powder low"," 알루미늄분, 알루미늄조가공품 "," processing aluminum grade powder low "
"621220","알루미늄봉 알루미늄조가공품","processing aluminum grade rod low"," 알루미늄봉, 알루미늄조가공품 "," processing aluminum grade rod low "
"621230","알루미늄선 알루미늄조가공품","processing aluminum bar, wire, profile grade low"," 알루미늄선, 알루미늄조가공품 "," processing aluminum bar, wire, profile grade low "
"621240","알루미늄판 알루미늄조가공품","sheet, processing aluminum strip plate, grade low"," 알루미늄조가공품, 알루미늄판 "," sheet, processing aluminum strip plate, grade low "
"621250","알루미늄박 알루미늄조가공품","processing aluminum grade foil low"," 알루미늄박, 알루미늄조가공품, 호일 "," processing aluminum grade foil low "
"621260","알루미늄관 알루미늄조가공품","processing aluminum and grade low tube pipe"," 알루미늄조가공품, 알루미늄관 "," processing aluminum and grade low tube pipe "
"621270","알루니늄관연결구류 알루미늄조가공품","processing aluminum fittings and grade low tube pipe"," 알루니늄관연결구류, 알루미늄조가공품 "," processing aluminum fittings and grade low tube pipe "
"621310","알루미늄구조물 알루미늄구조물및용기","container structures aluminum or"," 알루미늄구조물, 알루미늄구조물및용기 "," container structures aluminum "
"621320","알루미늄용기 알루미늄구조물및용기","container structures aluminum or"," 알루미늄용기, 알루미늄구조물및용기 "," container structures aluminum "
"621400","알루미늄케이블","cable aluminum"," 알루미늄케이블 "," cable aluminum "
"621900","기타알루미늄제품","other aluminum articles"," 기타알루미늄제품, 노브, 보빈 ","other aluminum articles, bobbin, knob "
"622110","미정제동괴 동괴및스크랩","copper scrap or ingot unrefined"," 미정제동괴, 동괴, 스크랩 "," copper scrap or ingot unrefined "
"622120","동괴 동괴및스크랩","copper scrap or ingot"," 동괴및스크랩, 동괴, 스크랩 "," copper scrap or ingot "
"622130","동스크랩 동괴및스크랩","copper scrap or ingot"," 동괴, 동스크랩 "," copper scrap ingot or scrap "
"622210","동분 동조가공품","copper processing grade powder low"," 동분, 동조가공품 "," copper processing grade powder low "
"622220","동조가공품 동봉","copper rod, processing bar, profile grade low"," 동봉, 동조가공품 "," copper rod, processing bar, profile grade low "
"622230","동조가공품 동선","copper processing wire grade low"," 동선, 동조가공품 "," copper processing wire grade low "
"622240","동조가공품 동판","copper processing strip sheet plate, and grade low"," 동조가공품, 동판 "," copper processing strip sheet plate, and grade low "
"622250","동박 동조가공품","copper processing grade foil low"," 동박, 동조가공품 "," copper processing grade foil low "
"622260","동관 동조가공품","copper processing grade low pipe"," 동관, 동조가공품 "," copper processing grade low pipe "
"622270","동관연결구류 동조가공품","copper processing fittings grade low pipe"," 동관연결구류, 동조가공품 "," copper processing fittings grade low pipe "
"622900","기타동제품","copper of other articles"," 기타동제품 "," copper of other articles, pin, tack, staple, bolt "
"623110","니켈괴및스크랩 미정제니켈괴","scrap or ingot nickel unrefined"," 니켈괴, 스크랩, 미정제니켈괴 "," scrap or ingot nickel unrefined "
"623120","니켈괴 니켈괴및스크랩","nickel scrap or ingot"," 니켈괴, 스크랩, 합금니켈 "," nickel scrap or ingot "
"623130","니켈괴및스크랩 니켈스크랩","nickel scrap or ingot"," 니켈괴, 스크랩, 니켈스크랩 "," nickel scrap or ingot "
"623210","니켈조가공품 니켈분","processing nickel grade powder low"," 니켈분, 니켈조가공품 "," processing nickel grade powder low "
"623220","니켈조가공품 니켈봉및선재","processing or wire nickel grade rod low"," 니켈봉, 선재, 니켈조가공품 "," processing or wire nickel grade rod low "
"623230","니켈조가공품 니켈박","processing nickel grade foil low"," 니켈박, 니켈조가공품 "," processing nickel grade foil low "
"623240","니켈조가공품 니켈판및대","plate processing or strip nickel grade low"," 니켈조가공품, 니켈판, 니켈대 "," plate processing or strip nickel grade low "
"623250","니켈관 니켈조가공품","processing nickel grade low pipe"," 니켈관, 니켈조가공품 "," processing nickel grade low pipe "
"623260","니켈조가공품 니켈관연결구류","processing fittings nickel grade low pipe"," 니켈관연결구류, 니켈조가공품 "," processing fittings nickel grade low pipe "
"623900","기타니켈제품","other nickel articles"," 기타니켈제품 ","other nickel articles "
"624110","마그네슘괴및스크랩 마그네슘괴","scrap magnesium or ingot"," 마그네슘괴, 스크랩 "," scrap magnesium or ingot "
"624120","마그네슘스크랩 마그네슘괴및스크랩","scrap magnesium or ingot"," 마그네슘괴, 스크랩, 마그네슘스크랩 "," scrap magnesium or ingot "
"624200","마그네슘조가공품","processing magnesium low grade"," 마그네슘조가공품, 빌렛마그네슘 "," processing magnesium low grade "
"624900","마그네슘 제품 기타","other magnesium articles"," 마그네슘 "," other magnesium articles "
"625110","연괴및스크랩 연괴","lead scrap or ingot"," 연괴, 스크랩 "," lead scrap or ingot "
"625120","연스크랩 연괴및스크랩","lead scrap or ingot"," 연스크랩, 연괴, 스크랩, 연스크랩 "," lead scrap or ingot "
"625210","연조가공품 연봉및선재","processing or wire lead grade rod low"," 연봉, 선재, 연조가공품 "," processing or wire lead grade rod low "
"625220","연조가공품 연분","processing lead grade powder low"," 연분, 연조가공품 "," processing lead grade powder low "
"514160","테니스및배드민턴용품 운동기구","Lawn-tennis rackets, whether"," 테니스라켓, 배드민턴라켓, 셔틀콕, 운동기구, 테니스및배드민턴용품, 배드민턴, 테니스, 스쿼시 "," tennis rackets, badminton, shuttlecock, badminton, squash "
"514170","운동기구 구기용공","Soccer balls Inflatable"," 구기용공, 농구공, 미식축구용공, 미식축구용핸드볼공, 배구공, 야구공, 운동기구, 축구공, 핸드볼공 "," soccerballs inflatableball, volleyball, handball, football, baseball, basketball "
"514190","기타운동용구 운동기구","Ice skates and"," 기타운동용구, 운동기구, 치닝디핑, 덤벨, 롤러스케이트, 인라인스케이트, 러닝머신, 훌라후프 "," skate, exercise,rollerskating "
"514210","취미오락기구 텐트및캠프용품","Of synthetic fibres"," 취미오락기구, 텐트및캠프용품, 캐노피 "," camping "
"514220","낚시용구 취미오락기구","Of glass fibre"," 낚시, 낚시용구, 취미오락기구, 낚시대 "," fishing "
"514290","취미오락기구 기타취미오락용구","Travelling circuses and"," 기타취미오락용구, 순회동물원용품, 순회서커스, 서커스, 서커스용품, 취미오락기구 "," circus "
"515130","문구 사무용품","accessory/personal ornament"," 보드마카, 등사원지, 문구, 문구류, 문방구, 복사지, 사무용품, 석판, 연필깎이, 연필절삭기, 용지, 인쇄용지, 전사지, 제판용지, 종이제품, 카본지, 편지지, 한지, 흑판, 흑판전사지, 공책, 수첩, 스케치북, 노트, 다이어리, 본드, 블랙보드, 칠판 "," pencil, letter, paper, boardmarker,  paperboard, note, sketchbook, blackboard "
"515190","문구 기타문구","accessory/personal ornament"," 기타문구, 스탬프, 다색스탬프, 문구, 문구류, 문방구, 바인더, 벼루, 봉투, 봉함엽서, 압정, 용지, 우편엽서, 잉크, 자, 접착테이프, 제도용칼, 조각칼, 줄자, 지구본, 지도, 지우개, 판지, 편지지, 필통, 달력, 색종이, 마우스패드, 마우스피스, 클립, 줄넘기, 양면테이프, 오공본드, 본드 "," inkstone, tack, staple, binder, skickytape, typewriter, ribbon, pencil, pencilcase, eraser, paperboard, postcard, calendar, mousepad, mouthpiece, jewelrybox "
"515210","완구 인형","toilet articles"," 꼭두각시, 완구, 완구류, 인형, 피규어 "," doll "
"515220","완구 승용완구","toilet articles"," 승용완구, 승용완구페달차, 어린이용자동차, 장난감자동차, 완구, 완구류 "," ridingtoys "
"515230","완구 조립식완구","toilet articles"," 완구, 완구류, 장난감, 조립식완구, 레고 "," toy, lego "
"515240","완구 전자게임기","toilet articles"," 게임기, 전자게임기, 완구, 완구류, 닌텐도 "," gamemachine, nintendo "
"515250","완구 오락용구","toilet articles","  오락용완구, 오락용구, 완구, 완구류, 장난감, 보드게임, 화투, 카드게임 "," game, boardgame "
"515290","완구 기타완구","toilet articles"," 기타완구, 완구, 완구류, 완구용장난감, 장난감, 퍼즐, 풍선, 슬라임, 바람개비, 잠자리채 "," puzzle, toy, slime "
"516110","주방용품 및 자기제 식탁용품","Coffee sets or"," 밥공기, 사기그릇, 자기대접, 대접과식탁용품과, 사발그릇, 접시, 주발, 커피잔, 가마솥, 락앤락, 쌀통, 텀블러, 머그잔, 머그컵 "," coffeesets, kitchenware, bowl, tableware, lunchbox, ricebox "
"516120","주방용품 도자제 및 식탁용품","Coffee sets or"," 밥공기, 사기그릇, 자기대접, 대접과식탁용품과, 사발그릇, 접시, 주발, 커피잔, 뚝배기, 머그잔, 머그컵 "," porcelainbowl, mugcup, earthenpot "
"516130","주방용품 및 유리제 식탁용품","Of lead crystal"," 글라스, 크리스탈그릇, 유리그릇, 유리컵 "," crystalcup, glasscup "
"516140","철강제 및 식탁용품 주방용품","Iron or steel"," 스뎅, 스텐주방용품, 후라이팬, 불판, 프라이팬, 가스레인지, 가스렌지, 오븐, 냄비, 주전자 "," iron steelscourer "
"516150","주방용품 구리제 및 식탁용품","Pot scourers and"," 구리제식탁용품, 놋그릇 "," brassware "
"441204","기타복(앙상블) 직물제의류","knitfabrics garments Ensembles"," 기타복, 직물제의류, 의류, 옷 "," knitfabrics garments "
"441205","신사복상의 직물제의류","knitfabrics garments blazerrs, MB"," 신사복상의, 양복, 양복자켓, 옷, 의류, 직물제의류 "," knitfabrics garments, blazerrs, mbblazerrs "
"441206","직물제의류 여성양복상의","knitfabrics garments blazerrs, WB"," 양복, 여성양복상의, 옷, 의류, 직물제의류 "," knitfabrics garments "
"441207","남성바지 직물제의류","knitfabrics garments trousers, MB"," 남성바지, 의류, 직물제의류, 바지 "," trouser, denim, jean "
"441208","여성바지스커트 직물제의류","garments trousers,& skirts knitfabrics WG ,"," 여성바지, 치마, 옷, 의류, 직물제의류, 바지, 스커트 "," trousers, skirts, skirt, denim, jean "
"441209","드레스 직물제의류","knitfabrics garments dresses"," 드레스, 옷, 원피스, 투피스, 의류, 직물제의류 "," knitfabrics garments dresses "
"441210","브라우스 직물제의류","knitfabrics garments blouses"," 브라우스, 셔츠, 옷, 의류, 직물제의류, 블라우스 "," knitfabrics garments blouses, blouse "
"441211","스키슈트 직물제의류","knitfabrics garments ski-suits"," 스키슈트, 스키복, 의류, 직물제의류 "," knitfabrics garments skisuits "
"441212","직물제의류 기타운동복","knitfabrics garments other sportswears"," 기타운동복, 수영복, 옷, 직물제의류, 운동복, 땀복, 발레복, 비키니, 요가복 "," knitfabrics garments, sportswear, judouniform, taekwondouniform, ballet suit, dustproof, bikini, yogaclothes "
"441213","남성셔츠 직물제의류","knitfabrics garments shirts,MB"," 남성셔츠, 옷, 의류, 직물제의류 "," knit fabrics garments shirts, mbgarment, shirt "
"441214","잠옷 직물제의류","knitfabrics garments nightwears"," 파자마, 옷, 의류, 잠옷, 직물제의류, 홈웨어, 동물잠옷, 수면복 "," knitfabrics garments nightwears, pajama "
"441215","기타내의실내복 직물제의류","& gowns other garments underwear knitfabrics"," 기타내의실내복, 실내복, 내의, 내복 "," garments underwear "
"441216","직물제의류 유아용의류","knitfabrics garments gaments babies&acute;"," 유아복, 아동복, 유아동복, 유아용의류, 유아의류, 의류, 옷, 직물제의류 "," knitfabrics garments babiesacute "
"441217","코팅제의류 직물제의류","knitfabrics garments coated"," 코팅제의류, 방수복, 보호복, 방화복 "," knitfabrics garments coatedfabric, firefightingsuit "
"441220","직물제의류 의류부속품","knitfabrics garments others"," 의류부속품, 직물제의류부속품 "," knitfabrics garmentsaccessory "
"441301","혁의류 고무제의류 기타","and other leather apparels"," 옷, 고무제의류, 의류, 잠수복, 해녀복, 혁의류 "," leatherapparels, leatherclothes "
"441302","기타 및 혁의류 혁제의류","and other leather apparels"," 조끼류, 혁의류, 혁제의류 "," leatherapparels, leatherclothes "
"441303","모피의류 혁의류 및 기타","and other leather apparels"," 라쿤코트, 모피, 모피의류, 밍크코트, 여우코트, 옷, 의류, 인조모피, 혁의류 "," minkcoat, fur "
"441401","양말 악세서리 의류","Graduated compression hosiery"," 양말, 덧버선 "," socks "
"441402","팬티호스타이즈 악세서리 의류","Of synthetic fibres,"," 스타킹, 팬티호스타이즈, 레깅스, 타이즈 "," stockings, leggings, tights, pantyhosetights"
"441403","장갑 악세서리 의류","Impregnated, coated or"," 장갑, 토시 "," glove, gloves "
"441404","악세서리 손수건 스카프 의류","Of cotton Of"," 손수건, 스카프, 목도리, 귀마개, 머플러, 넥워머, 목토시, 워머 "," scarf, muffler, handkerchief "
"441405","넥타이 악세서리 의류","Of silk or"," 넥타이, 의류넥타이, 나비넥타이, 클립온타이, 보타이, 스턱타이, 애스컷, 코드타이 "," necktie, tie, ascottie "
"516160","주방용품 및 알루미늄제 식탁용품","Pot scourers and"," 주전자, 양은냄비, 알루미늄냄비 "," aluminumpot "
"516210","스푼, 포크 등 스푼","Spoons Plated with"," 숟가락, 스푼, 수저, 포크, 젓가락 "," spoons, spoon, fork, forks "
"516220","스푼, 포크 등","Forks Plated with"," 숟가락, 스푼, 수저, 포크, 젓가락 "," spoons, spoon, forks, fork "
"516290","스푼, 포크 등 기타","Table knives having"," 나이프, 숟가락, 스푼, 식칼, 집게, 칼, 포크, 국자, 수저 "," knife, fork, ladle, tongs, spoon "
"516300","접시세척기","Of the household"," 접시세척기, 식기세척기 "," dishwasher "
"516400","보온용기","Vacuum flasks Vacuum"," 도시락, 보온용기, 도시락통 "," vacuumglass, lunchbox "
"517100","유모차","Baby carriages and"," 유모차 "," babycarriage, stroller "
"517210","유아용냅킨","Napkins and napkin"," 냅킨, 유아용냅킨, 화장지, 휴지, 기저귀 "," napkins, napkin, diaper "
"517290","유아용냅킨","Other Sanitary towels(pads)"," 냅킨, 유아용냅킨, 화장지, 휴지, 기저귀, 생리대 "," napkin, tampon "
"518110","안경 안경렌즈","For vision correction"," 교정용안경, 돋보기, 렌즈, 안경, 안경렌즈, 안경류, 콘택트, 블루라이트차단안경 "," lens, glasses, spectaclelens "
"518120","안경테 안경","Of plastics Of"," 안경부분품, 안경류, 안경테, 안경 "," glassesframe "
"518130","안경","Made of or"," 안경, 안경류, 스마트글라스, 선글라스 "," glasses, sunglasses, smartglasses "
"518140","안경 콘택트렌즈","Contact lenses Contact"," 콘택트렌즈, 서클렌즈 "," contactlenses, contactlens "
"518210","손목시계 ","With mechanical display"," 구동식시계, 손목시계, 시계구동식, 시계 "," drivenwatch "
"518220","자명종시계 ","Electrically operated Electrically"," 시계, 시계전기구동식, 자명종시계 "," electricallywatch "
"518230","벽시계 ","Electrically operated Electrically"," 벽시계, 시계, 시계전기구동식 "," wallclock "
"518240","시계 전자시계","With opto-electronic display"," 시계, 전자시계, 무소음시계, 쿼츠식 "," electronicwatch "
"518250","시계줄 시계","Of base metal,"," 시계줄 "," watchstrap "
"518260","차량·항공기·선박용 시계","For vehicles Instrument"," 선박용시계, 항공기용시계 "," vehicleclock, spacecraftclock, aircraftclock "
"518270","기타시계 시계","Electrically operated Electrically"," 기타시계, 스톱워치, 시각장애인용시계, 타이머 "," otherclock "
"518290","시계부품 시계","With synchronous motor"," 시계부품 "," clockbattery "
"518310","귀금속장식품 주얼리","Of silver, whether"," 귀금속장식품, 금, 백금, 세공품, 은, 주얼리, 쥬얼리 "," silver, clad "
"518320","금은 세공품 주얼리","For table Of"," 세공품, 금, 은 "," silver, gold "
"518330","진주 주얼리 장식품","Of natural pearls"," 세공품, 세공품진주, 양식진주, 장식품, 주얼리, 진주, 천연진주 ","naturalpearls, pearl "
"518340","주얼리 모조 장식품","Cuff-links and studs"," 장식품, 주얼리, 모조장식 "," necklace, bracelet, brooch, ring, adornment "
